Unique Configs Across All WIS Services (Case-Sensitive),,,
Total unique: 642   |   Appearing in >1 service: 36   |   Total entries before dedup: 679   |   Matching: case-sensitive,,,
,,,
Property Name,Description,Service(s),Service Count
radius,"(Inferred) Defines the default radial distance limit (e.g., in km) used for transport geofencing or hiring boundaries.",EMP_EXP_INTERNAL_CONFIGURATION,1
reAuthenticationModeEmail,Defines email-based two-step authentication mode.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
reAuthenticationModePhone,Defines phone-based two-step authentication mode.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
receiverEmailId,List of email IDs to which notifications or communication should be sent from the Guard App.,GUARD-APP,1
RECENT_ACTIVITY_ENABLED_FOR_ADMIN,Enables Recent Activity on the Admin Dashboard.,PROJECT-MANAGEMENT-SERVICES,1
RECEPTIONIST,Configures Receptionist role access.,PROJECT-MANAGEMENT-SERVICES,1
recurrenceBookingEnabled,Enables recurring booking feature.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
rejectBookingIfNoDesk,"Blocks a user from declaring ""Work From Office"" if the floor plan is at 100% capacity.",Booking Rule Engine,1
rejectedRequestNotificationEnabled,Controls whether notifications are sent for rejected booking approval requests.,WIS-SEAT-BOOKING,1
RELEASE_MEETING_ROOM,"Controls the auto-release logic for rooms, based on the other MR configs (especially MEETING_ROOM_RELEASE_IF_NO_CHECKIN).",MEETING ROOMS,1
RELEASE_ROOM_CANCEL_MEETING,Controls whether releasing a room also cancels the meeting from users calendars.,MEETING ROOMS,1
ReleaseRoom,Controls if release room functionality is enabled.,MEETING ROOMS,1
releaseRoomEmailList,"Additional email recipients for release room notifications, other than organiser of the meeting which was released.",MEETING ROOMS,1
remoteSignCutoffInMinute,"[EMP_EXP_INTERNAL_CONFIGURATION] Cut off for contactless sign-in for Bus solution.

[EMPLOYEE-EXPERIENCE-COMMON-CONFIG] Defines cutoff time for contactless bus solution sign-in.",EMP_EXP_INTERNAL_CONFIGURATION; EMPLOYEE-EXPERIENCE-COMMON-CONFIG,2
remoteSignInAllowed,Enables remote sign-in using Scan QR.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
remoteSignOutCutoffInMinute,Defines cutoff time for remote sign-out.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
reportingAndAnalyticUrl,Defines Reporting and Analytics dashboard URL.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
reportingService,Defines Reporting service URL.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
REPORTS_ENABLED,Enables the Reports section.,PROJECT-MANAGEMENT-SERVICES,1
RESTRICTED_AREA_VALIDATION_FAILED_MESSAGE,"Error message displayed when an employee tries to book a cab to/from a blacklisted zone (e.g., forests, water bodies, unsafe areas).",EMAIL_EMPLOYEE_EXPERIENCE,1
restrictMealScanToOne,Restricts meal QR scanning to once per meal window.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
restrictMultipleVisitorBookingCheckIn,Restricts multiple visitor booking check-ins.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
rommEnabled,Controls the enablement of the room for booking.,MEETING ROOMS,1
Room_As_Organizer,Controls the enablement of the room as organiser workflow for the meeting room kiosk.,MEETING ROOMS,1
room_cancel_cutoff,Defines cancellation cut-off time in minutes for meeting room bookings.,MEETING ROOMS,1
Room_Kiosk_With_Cisco,Meeting Rooms Kiosk workflow - Enables Cisco-related fields in the Meeting Rooms settings page under the Kiosk column.,MEETING ROOMS,1
room_name,Mapping of meeting room name via outlook sync.,MEETING ROOMS,1
Room_Special_Request_Enable,Controls visibility of the Meeting Request section in the meeting booking form - on web view.,MEETING ROOMS,1
ROOM_TAGGING_ENABLED,Enables the Room Tagging option on the Bulk Operations page.,PROJECT-MANAGEMENT-SERVICES,1
roomAllocationEnabled,Enables automatic room allocation.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
RoomBookingEmailEnabled,Controls the emails sent to additional recipients.,MEETING ROOMS,1
roomBookingsEmailList,Defines additional recipients for meeting room booking emails.,MEETING ROOMS,1
roomTagHeaders,Headers for room tag.,WIS-SEAT-BOOKING,1
SAFE_REACH_ENABLED,Enables the Safe Reach dashboard in the WIS sidenav.,PROJECT-MANAGEMENT-SERVICES,1
SafeReachInputFields,Defines customizable fields in Safe Reach form.,Visitor Management Service,1
SafeReachVmsTimeInMin,Defines Safe Reach trigger time in minutes.,Visitor Management Service,1
SANITISATION_STATUS_ENABLED,Enables sidenav section of seat sanitization status (covid feature).,PROJECT-MANAGEMENT-SERVICES,1
sanitisationFloorPlanUrl,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
scanInterval,Defines the minimum time interval required between consecutive scans.,GUARD-APP,1
SCHEDULE_REMINDER_NOTIFICATION_BODY,The body text for the commute schedule reminder notification.,EMAIL_EMPLOYEE_EXPERIENCE,1
SCHEDULE_REMINDER_NOTIFICATION_SUBJECT,The subject line reminding an employee to create their commute schedule before the cutoff time.,EMAIL_EMPLOYEE_EXPERIENCE,1
scheduled_reminder_notification_enabled_buids,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
scheduledTimeForVisitorGatePassEmailInMin,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
SEAT_AUTO_ALLOCATION,Enables Desk Auto Allocation.,PROJECT-MANAGEMENT-SERVICES,1
SEAT_BELT_NON_COMPLIANCE_EMAIL_SUBJECT,The subject line for the automated safety alert regarding seatbelt violations.,EMAIL_EMPLOYEE_EXPERIENCE,1
SEAT_BELT_NON_COMPLIANCE_EMAIL_TEMPLATE,Defines the warning email template sent to employees flagged by the vehicle's monitoring system for not wearing a seatbelt.,EMAIL_EMPLOYEE_EXPERIENCE,1
SEAT_BELT_NON_COMPLIANCE_REPORT_EMAIL_ENABLED,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
SEAT_MANAGEMENT_ENABLED,Enables the Seat Bookings option under Team Manager Dashboard.,PROJECT-MANAGEMENT-SERVICES,1
SEAT_UTILIZATION_ENABLED,Enables the Desk Utilization option in Seat Management.,PROJECT-MANAGEMENT-SERVICES,1
seatAllocationAction,"Dictates what happens if a user doesn't check in (e.g., REMOVE_SEAT frees it up for someone else).",Booking Rule Engine,1
seatBeltNonFunctioningIssues,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
seatBeltUndoTimeoutMinutes,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
seatBooking,Defines primary Seat Booking application URL.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
seatBookingEnabled,The master toggle for the entire Desk/Seat Booking module on the app and web.,Booking Rule Engine,1
seatBookingUrl,"[WIS-SEAT-BOOKING] Defines the Seat Booking service URL.

[EMPLOYEE-EXPERIENCE-COMMON-CONFIG] Defines Seat Booking service URL.",WIS-SEAT-BOOKING; EMPLOYEE-EXPERIENCE-COMMON-CONFIG,2
seatBookingV2,"[EMP_EXP_INTERNAL_CONFIGURATION] This property enables seat booking v2.

[EMPLOYEE-EXPERIENCE-COMMON-CONFIG] Enables Seat Booking version 2.",EMP_EXP_INTERNAL_CONFIGURATION; EMPLOYEE-EXPERIENCE-COMMON-CONFIG,2
seatingPlanHeaders,Headers for seating plan.,WIS-SEAT-BOOKING,1
seatMandatory,"Forces a user to select a specific physical desk in order to complete a ""Work From Office"" request.",Booking Rule Engine,1
seatMetricsTimes,Defines configured time intervals used for calculating seat utilization and booking metrics.,GUARD-APP,1
seatSanitizationCheck,"[Booking Rule Engine] Blocks a recently used seat from being booked back-to-back until cleaning staff marks it as sanitized.

[EMPLOYEE-EXPERIENCE-COMMON-CONFIG] Controls seat sanitization validation before booking.",Booking Rule Engine; EMPLOYEE-EXPERIENCE-COMMON-CONFIG,2
seatSanitizeCuttoffInMinute,Defines the seat sanitization cutoff time in minutes.,GUARD-APP,1
seatScanEnable,Enables seat QR scanning on booking page.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
seatValidation,Requires a physical check-in mechanism to confirm the user actually arrived at their desk.,Booking Rule Engine,1
securityGuard,Defines Security Guard service URL.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
selfCheckinSuccessMessage,Defines success message displayed after visitor self check-in.,Visitor Management Service,1
SEND_INVITE_TO_ALL_EMPLOYEES,Controls recipients of native meeting room booking emails.,MEETING ROOMS,1
sendEmailIneligibility,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
sendHostEmailsToDelegate,Sends all host-triggered emails to the delegate as well.,Visitor Management Service,1
sendHostMsTeamsNotificationToDelegate,Controls whether MS Teams notifications are sent to delegate.,Visitor Management Service,1
sendInviteEmail,"Defines default state of visitor, host, and creator email checkboxes.",Visitor Management Service,1
sendRoomBookingEmailToAllParticipants,Controls whether booking emails are sent to all participants.,MEETING ROOMS,1
SETTINGS_ENABLED,Enables the Settings option in the sidenav with Configurations and Roles & User Groups pages.,PROJECT-MANAGEMENT-SERVICES,1
shareRideCallDriver,(Inferred) Enables the ability for employees in shared rides to call the driver directly from the app.,EMP_EXP_INTERNAL_CONFIGURATION; EMPLOYEE-EXPERIENCE-COMMON-CONFIG,2
Show_Room_If_Not_Eligible,Controls visibility of ineligible rooms.,MEETING ROOMS,1
SHOW_UPCOMING_BOOKINGS_TIME,Meeting Rooms Kiosk - Defines how prior to the meeting start time the kiosk screen will turn yellow to let users checkin to their booking. Value set in minutes.,MEETING ROOMS,1
showBookingFilter,Enables toggle to show/hide cancelled bookings.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showBookingHistory,Enables booking history on app.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showBookingsOfSomeoneElseOnWeb,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showConfirmationForLogoutTracking,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showDefaultInviteTitle,Enables default invite title on Invite Visitor page.,Visitor Management Service,1
showEmployeeSearchOnSeatBooking,Enables colleague search by name.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showFabQRScanner,Controls QR scanner visibility on FAB.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showLanguageOptionInHamburgerMenu,(Inferred) Displays a language selection toggle in the mobile app's hamburger/side menu.,EMP_EXP_INTERNAL_CONFIGURATION,1
showMealCountOnBookingForm,Displays real-time meal availability count on booking form.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showMealPaymentCTA,Enables meal payment CTA integrated with payment gateways.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showMeetingRoomOnApp,Enables Meeting Room booking option on mobile app.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showOfficeInfoOnBookingForm,Displays searchable office address list during booking.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showOrderOfChallengesAfterQRScan,Displays declaration after QR scan.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showOtherEmployeeDetailsOnSeat,Controls visibility of other employee booking details on seat view.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showOtpWithoutDigipassGeneration,Displays cab login/logout OTPs directly on the booking card.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showParking,Controls parking field visibility in Teams chatbot.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showQRScanner,Enables Scan QR option in the app.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showQRScannerMeetingCheckIn,Enables QR-based meeting room check-in.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showRegistrationNumberInputFieldForParking,"[EMP_EXP_INTERNAL_CONFIGURATION] To enable field for entering registration number while selecting parking slots in booking form.

[EMPLOYEE-EXPERIENCE-COMMON-CONFIG] Displays vehicle registration number input field during parking booking.",EMP_EXP_INTERNAL_CONFIGURATION; EMPLOYEE-EXPERIENCE-COMMON-CONFIG,2
showSanitizationDetails,Displays sanitization details in the app.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showSeatSearchOnAdminPages,Enables desk search on admin floor plan pages.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showSeatSearchOnSeatBooking,Enables desk search by desk number.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showSeparateDigipassFor,Controls resource-level DigiPass generation.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showSeparateDigipassForParking,Displays separate digipass for parking resources in the mobile app.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showSignedinStateOnEmployeeFloorPlan,Displays signed-in desk state (green indicator) on Employee Floor Plan.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showTeamCalendarOption,Displays Team Calendar option in the app.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showVaccinationOptionInSideMenu,Enables Vaccination status option in the app side menu.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showWisLogo,Toggles display of the MoveInSync logo on meeting room kiosk and calendar integration UIs.,MEETING ROOMS,1
showWomenSafetyInSideMenu,Displays Women Safety Handbook in mobile side menu.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
showWorkinsyncLogoOnSideNav,Controls WorkInSync logo visibility on sidenav.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
shuttleBookingConfirmationNotificationEnabled,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
shuttleSigninRemainderBufferMins,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
shuttleSigninRemainderNotificationEnabled,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
singleShiftOperations,"[EMP_EXP_INTERNAL_CONFIGURATION] To remove shift selection option on booking form; it will set the booking time from 00:00 to 23:59. When enabled, hides time components in Team Calendar and Preferences to avoid confusion in single-shift environments.

[EMPLOYEE-EXPERIENCE-COMMON-CONFIG] Hides time components in Team Calendar and Preferences for single-shift environments.",EMP_EXP_INTERNAL_CONFIGURATION; EMPLOYEE-EXPERIENCE-COMMON-CONFIG,2
siteadmin,Configures Site Admin role access.,PROJECT-MANAGEMENT-SERVICES,1
smsTrackingEnabled,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
smsTriggerTime,Defines the configured time at which SMS notifications are triggered.,GUARD-APP,1
SPECIAL_SCHEDULE_MESSAGE_TEMPLATE,"The default body text for ""On-demand"" cab booking notifications.",EMAIL_EMPLOYEE_EXPERIENCE,1
SPECIAL_SCHEDULE_TITLE_TEMPLATE,"The default header for ad-hoc or ""On-demand"" cab booking notifications.",EMAIL_EMPLOYEE_EXPERIENCE,1
ssoExpiryEmailBodyTemplate,Defines the email template warning IT admins of an impending SSO certificate expiration (prevents login outages).,EMAIL_EMPLOYEE_EXPERIENCE,1
ssoExpiryEmailHeaderTemplate,Subject line for the initial warning email that the site's SSO (Single Sign-On) metadata file is expiring soon.,EMAIL_EMPLOYEE_EXPERIENCE,1
ssoExpiryFollowUpEmailBodyTemplate,Defines the follow-up email template for SSO expiration.,EMAIL_EMPLOYEE_EXPERIENCE,1
ssoExpiryFollowUpEmailHeaderTemplate,Subject line for the urgent follow-up warning regarding SSO expiration.,EMAIL_EMPLOYEE_EXPERIENCE,1
ssoExpiryInternalEmailRecipients,(Inferred) Defines the internal MoveInSync/DevOps email list that receives alerts when a client's SSO certificate is about to expire.,EMP_EXP_INTERNAL_CONFIGURATION,1
ssoMandatory,Removes OTP login option and enforces SSO-only login on mobile.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
stopNoShowEmailForShuttle,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
SUPPORT USER EDIT,Configures Support-SSO (mistm) role access.,PROJECT-MANAGEMENT-SERVICES,1
SUPPORT USER VIEW,Configures Support-SSO (mistm) role access.,PROJECT-MANAGEMENT-SERVICES,1
SyncMeetingRooms,Enables the Sync Rooms button for integrated setups in the Meeting Room Settings page.,MEETING ROOMS,1
tagsEnabled,"[Booking Rule Engine] Controls which global attendance tags (e.g., WFO, WFH) are active and selectable by users.

[WIS-SEAT-BOOKING] Defines the list of enabled booking tags (e.g. WFO, WFH).

[EMPLOYEE-EXPERIENCE-COMMON-CONFIG] Defines enabled booking tags.",Booking Rule Engine; WIS-SEAT-BOOKING; EMPLOYEE-EXPERIENCE-COMMON-CONFIG,3
TEAM MANAGER,Configures Team Manager role access.,PROJECT-MANAGEMENT-SERVICES,1
team_manager,Configures Team Manager role access.,PROJECT-MANAGEMENT-SERVICES,1
teamCalendarEnabled,Enables Team Calendar feature.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
teamManager,Defines Team Manager service URL.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
tempEntryTimeLimit,Defines buffer time for entry after temporary checkout in the 2-step check-in/checkout process.,Visitor Management Service,1
TestPropertySeatBooking,Defines whether the PMS is working on the wisseatbooking service.,WIS-SEAT-BOOKING,1
TIME_FORMAT,Defines time format for UI.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
TIME_FORMAT_SERVICES,Defines time format for backend services.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
timezone,Defines the timezone of that office.,MEETING ROOMS,1
trackAnyShuttleEnabled,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
transferBookingEnabled,Adds a 'Transfer Booking Details' column in seat and meeting room reports.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
transferBookingTypes,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
transport-dashboard,Defines the landing dashboard page used for transport operations (legacy or modern) for a given site/BUID.,PROJECT-MANAGEMENT-SERVICES,1
TRANSPORT_BOUNDARY_VALIDATION_FAILED_MESSAGE,Error message displayed when an employee tries to set a home address outside the company's approved transport geofence.,EMAIL_EMPLOYEE_EXPERIENCE,1
transportFieldsMandatory,Controls whether transport fields are mandatory.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
tripRatingMandatoryThreshold,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
UPCOMING_VISITOR,Enables Visitor Management.,PROJECT-MANAGEMENT-SERVICES,1
upcomingMeetingsEmployeeHome,Controls display of upcoming meetings on Employee Home.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
VACCINATION_STATUS,Enables the Vaccination page in the sidenav.,PROJECT-MANAGEMENT-SERVICES,1
vaccinationBookingEnabled,Enables vaccination slot booking feature in the app.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
vaccinationBookingUrl,URL for the vaccination booking feature in the app.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
vaccinationMaxApprovalDays,Defines maximum days allowed for vaccination request approval.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
VAX_STATUS_CHECK_SEEK_RTPCR_EMP,Allows or restricts RTPCR upload for non-fully vaccinated employees.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
vaxEmailEnabled,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
vehicleCreationDuringParkingEnabled,Controls vehicle creation during parking booking.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
vehicleCreationDuringParkingFor,Controls vehicle creation by type (CAR,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
vehicleFuelTypes,,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
visitDurationHours,Defines dropdown options for visit duration.,Visitor Management Service,1
Visitor_Document_Storage,Enables visitor document storage configuration.,Visitor Management Service,1
Visitor_Document_Storage_Document_Type,Defines document types applicable for visitor data storage.,Visitor Management Service,1
Visitor_Document_Storage_Duration,Defines retention period (in days) for visitor data storage.,Visitor Management Service,1
VISITOR_PROFILE_ID,Controls whether visitor identity proof upload is required.,Visitor Management Service,1
Visitor_Profile_ID_Document_Upload_Field_Inputs,Defines allowed document types for visitor upload.,Visitor Management Service,1
visitor_wifi_name,Stores client Wi-Fi name.,Visitor Management Service,1
visitorApprovalMsTeamsNotification,Controls visitor approval notification on MS Teams.,Visitor Management Service,1
visitorBulkUploadData,Defines headers and data rules for visitor bulk upload; must comply with profileFieldsMetaData.,Visitor Management Service,1
visitorBulkUploadFields,Defines headers and default values for visitor bulk upload.,Visitor Management Service,1
visitorCheckinMsTeamsTemplate,Defines visitor check-in email template.,Visitor Management Service,1
visitorCheckoutMsTeamsTemplate,Defines MS Teams template for visitor check-out notification.,Visitor Management Service,1
visitorFormsMetaDataPWC,Handles profile and custom fields in VMS self check-in flow (PWC).,Visitor Management Service,1
visitorKioskConfigs,Handles UI formatting for VMS self check-in flow.,Visitor Management Service,1
visitorProfileFields,Controls visitor profile fields for Walk-in flow.,Visitor Management Service,1
visitorProfilePhotoUpload,Controls whether profile photo is mandatory in invited flow.,Visitor Management Service,1
visitorWidgetEnabled,"[Visitor Management Service] Controls visibility of VMS widget on Employee Home.

[EMPLOYEE-EXPERIENCE-COMMON-CONFIG] Displays visitor management widget on Employee Home.",Visitor Management Service; EMPLOYEE-EXPERIENCE-COMMON-CONFIG,2
vmsInviteTrigger,Triggers visitor invite based on configured list.,Visitor Management Service,1
vmsQrCodeTrigger,Controls sending DigiPass and checkout QR via SMS or email.,Visitor Management Service,1
waitListBookingBufferTimeInMin,Defines buffer time in minutes for waitlist bookings.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
weekdays,Defines the set of days considered working days for that office's rooms.,MEETING ROOMS,1
welcomeEmailEnabled,Controls sending of welcome emails.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
wfhBookingAllowed,"[Booking Rule Engine] Master switch to enable ""Work From Home"" logging and requests.

[EMPLOYEE-EXPERIENCE-COMMON-CONFIG] Controls WFH booking visibility in WorkInSync Teams chatbot.",Booking Rule Engine; EMPLOYEE-EXPERIENCE-COMMON-CONFIG,2
wfhClockinCutOffInMinute,"[EMP_EXP_INTERNAL_CONFIGURATION] This property controls the cutoff time in minutes for allowing WFH clock-in.

[EMPLOYEE-EXPERIENCE-COMMON-CONFIG] Defines cutoff time for WFH clock-in.",EMP_EXP_INTERNAL_CONFIGURATION; EMPLOYEE-EXPERIENCE-COMMON-CONFIG,2
wfhDisabled,Controls whether WFH booking is enabled or disabled.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
wfhMonthlyLimit,Defines the maximum number of Work From Home bookings allowed per month.,WIS-SEAT-BOOKING,1
wfhMonthlyLimit / wfhWeeklyLimit,Caps the maximum number of WFH days an employee is allowed to request per week or month.,Booking Rule Engine,1
wfhReasonList,Work From Home/Remote booking reasons.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
wfhType,"[EMP_EXP_INTERNAL_CONFIGURATION] This property controls the default type of Work From Home booking (e.g., PLANNED).

[EMPLOYEE-EXPERIENCE-COMMON-CONFIG] Controls default Work From Home booking type.",EMP_EXP_INTERNAL_CONFIGURATION; EMPLOYEE-EXPERIENCE-COMMON-CONFIG,2
wfhWeeklyLimit,Defines the maximum number of Work From Home bookings allowed per week.,WIS-SEAT-BOOKING,1
wfoMonthlyLimit,Defines the maximum number of Work From Office bookings allowed per month.,WIS-SEAT-BOOKING,1
wfoReasonList,"Populates the dropdown options users see when asked ""Why are you coming to the office?"" (e.g., Meeting, Demo, Support).",Booking Rule Engine,1
wfoWeeklyLimit,Defines the maximum number of Work From Office bookings allowed per week.,WIS-SEAT-BOOKING,1
womenSafetyDocUrl,Controls URL of Women Safety Handbook document.,EMPLOYEE-EXPERIENCE-COMMON-CONFIG,1
WORK_PLANNER_ENABLED,Enables the Work Planner option in the sidenav.,PROJECT-MANAGEMENT-SERVICES,1
Workspace Manager,Configures Workspace Manager role access.,PROJECT-MANAGEMENT-SERVICES,1
WORKSPACE_MANAGER,Configures Workspace Manager role access.,PROJECT-MANAGEMENT-SERVICES,1
